global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	a_comp_cor_00	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
760.5703445015331	n/a	578467.2489351807	n/a	1048.7125945220123	n/a	1099798.1059090905	n/a	752.5717074932346	n/a	n/a	566364.1749192827	777.4923183058274	673.0297453599992	n/a	n/a	n/a	n/a	-0.0041011098	-0.0059869444	-0.0777568172	-0.0649172886	-0.1951762317	-0.0067459267	-0.0047752193	-0.0028160888	0.0013109019	0.0008890781	-0.0151997876	0.020191759	-0.0142164637	0.0075245712	-0.0167801991	0.0118009718	-0.0243240655	0.0242007108	-0.0334902713	0.0573267789	-0.0009328257	0.0664516183	-0.0658967774	0.0353043879	-0.0353268503	0.089882467	0.0767552943	-0.0216675304	0.0310851736	-0.0219717987	0.0430568903	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	-1.2000000410239409e-05	n/a	1.4400000984574598e-10	n/a	0.0166935469908651	n/a	n/a	0.0002786745111362	4.8974627162579054e-05	n/a	2.3985141057136263e-09	n/a	-0.0005199999193942	n/a	2.703999161699745e-07	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.1728500231134	-4.3974944784197305	571797.3791120779	19.33795768773202	1032.0443941683382	-16.668200353674138	1065115.631534292	277.82890303022265	751.1753549750899	-1.3963525181446812	1.949800354928992	564264.4139219524	774.8552165545495	667.7759541797786	1.026204	15.266847	0.0491816830841467	0.0291874091024604	-0.0056487596	-0.0118470051	-0.0432748786	0.0098929988	-0.0210639829	-0.0086230217	-0.0067403309	-0.0042800231	-0.0022207159	-0.002669245	-0.0438647772	0.018982664	0.0084471288	0.0419889513	0.0424106061	-0.0062041367	-0.0121355032	0.0259692553	-0.011498869	0.0196898732	-0.0081643383	-0.067035694	0.0267954282	-0.024903909	-0.1070123118	0.0547576913	0.0723358228	0.0248424874	-0.0514333716	-0.0147532951	-0.0713277307	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	7.710399265192791e-05	8.910399306216732e-05	5.945025682868553e-09	7.939521579622761e-09	-0.0001128212801404	-0.0168063682710054	0.0002824540144606	1.2728641252518614e-08	0.0006781986588464	0.0006292240316838	4.599534208610557e-07	3.9592288204844217e-07	-0.0008080002078037	-0.0002880002884095	6.528643358108224e-07	8.294416612395518e-08	-0.0003450001543428	-0.0003450001543428	1.1902510649655586e-07	1.1902510649655586e-07	-1.3929301560485548e-07	-1.3929301560485548e-07	1.9402544196294516e-14	1.9402544196294516e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.0148837748131	-0.1579662483002266	571558.5044890442	0.0249533356020488	1026.67709268106	-5.367301487278155	1054065.852636034	28.807925255338294	751.3442006292074	0.16884565411749	0.028508854914363	564518.1078191428	774.0977752118306	666.9654578035393	0.858121	12.766267	0.0759491553769415	0.0449771913073522	-0.0058127787	0.01180142	0.001544812	0.0445508121	-0.0012737922	-0.0070556803	-0.0066309969	-0.005058228	-0.0031143233	-0.0001628145	-0.0239225858	-0.0082540688	-0.028829681	0.006763098	-0.008836561	-0.0258876964	-0.0039741771	0.0592700597	0.0185289204	-0.0914279158	-0.0274064584	-0.0096597065	0.0041562281	-0.0389135379	-0.0720223203	0.0752827228	-0.0119628431	0.060311278	-0.0188723693	0.0029708606	0.022998347	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	-0.0062193037809521	-0.006296407773604	3.867973951976508e-05	3.964475085150123e-05	0.0383103438483516	0.038423165128492	0.0014763396184913	0.0014676824457789	-0.0008492798000148	-0.0015274784588612	7.212761787131787e-07	2.3331904422849866e-06	-0.0013290006048956	-0.0005210003970919	1.7662426078128708e-06	2.714414137699175e-07	-0.0002719999117699	7.300024257290001e-05	7.39839520028334e-08	5.3290354157022445e-09	-1.8073367049112853e-07	-4.144065488627304e-08	1.7173278774031857e-15	3.2664659649195824e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.2565600752304	0.2416763004172253	571923.9846568205	0.0584074341833569	1028.023853363862	1.3467606828019143	1056833.0430850831	1.8137643367410785	751.3689275248981	0.0247268956907191	0.0006114193704997	564555.2652499157	773.9768536081988	670.059249735546	0.915616	13.621619	0.097479689107756	0.0608439412300773	-0.0057366208	0.0083910724	-0.0049097112	0.0052066401	-0.0154734011	-0.0068383651	-0.0065594985	-0.0041141673	-0.002413176	0.0001606685	-0.0604487247	0.0124819854	0.0285599437	0.0008776569	0.0039332629	-0.0008839111	-0.0137813732	0.063581375	-0.0308995666	0.0416378896	0.0247803232	0.079114097	-0.0320627471	0.0083334068	0.0039660468	0.0453567384	0.0804482769	-0.0449437805	-0.130757644	-0.0014995368	-0.137913371	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	-0.0029420615775705	0.0032772422033816	8.655726326216618e-06	1.0740316459625485e-05	-0.0188117871890938	-0.0571221310374454	0.003262937854259	0.0003538833372477	0.0027242879703379	0.0035735677703527	7.421744945327794e-06	1.277038660930357e-05	-0.0008180001281985	0.0005110004766971	6.691242097327625e-07	2.611214871846635e-07	-0.0001129999517528	0.0001589999600171	1.2768989096135131e-08	2.52809872854394e-08	-4.62084531633873e-08	1.3452521732774126e-07	1.8097034097076012e-14	2.1352211437529574e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.767989274301	3.511429199070676	577247.3975259145	12.33013502008613	1027.9176058382602	-0.1062475256017023	1056614.6043922608	0.0112885366964844	753.4306154659649	2.061687941066793	4.250557166340234	567657.6923214227	775.4804504167635	670.7749810819492	1.044205	15.534652	0.146053497054297	0.0834809787724543	-0.0025507807	0.008037061	0.0268437962	0.0355653004	-0.0009595501	-0.0019589584	-0.0020201264	-0.0027459807	-0.0009459349	-0.0013767083	0.0160757347	-0.0177571314	-0.0428600885	0.0167666013	-0.0294019252	-0.0006441274	0.0065839801	0.073894898	0.0339268893	-0.0733649331	-0.044916715	0.0352715811	-0.0250572615	-0.0743089896	-0.0865815247	0.055041625	0.0192213217	-0.0001292405	0.0347606003	-0.0313342835	0.0498293878	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	-0.019357742698574	-0.0164156811210035	0.0003747222023841	0.0002694745866664	0.0592836562811811	0.0780954434702749	0.0060988982908189	0.0035145519020652	0.0135779148985335	0.0108536269281955	0.0001843597729918	0.0001178012174964	-0.0012150001842805	-0.000397000056082	1.4762254478016492e-06	1.576090445291112e-07	-0.0005289996717958	-0.000415999720043	2.7984065276006414e-07	1.730557670758544e-07	-8.213430246244635e-07	-7.751345714610762e-07	6.008336038741463e-13	6.74604364099262e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.3079936711046	-2.4599956031964894	573515.3972781537	6.05157836774606	1029.7593020877323	1.8416962494720792	1060404.2202362134	3.391845075319523	752.6064561075797	-0.8241593583852591	0.679238648014002	566416.4777748103	775.1690205286869	670.2934449049029	1.014664	15.095158	0.1123245517269178	0.0630937930327865	-0.0044137462	-0.0026999649	-0.0336584142	-0.0372539946	0.0323938701	-0.0042192568	-0.0041510806	-0.0039807243	-0.0010299469	0.0034969039	-0.0458474794	0.0406723694	0.0411521885	0.0095190448	-0.0133240785	0.0037246387	-0.0214058018	0.0330866763	-0.037205644	0.1044101856	0.0157503582	0.0389255547	-0.0285078566	0.0228896756	-0.0797988149	0.0660327453	0.0272713648	0.0057422135	-0.0012591924	0.0352812171	-0.0496284707	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0001789137347429	0.0195366564333169	3.2010124479652795e-08	0.0003816809445934	0.0041163898542748	-0.0551672664269063	0.0030434272850172	1.694466543237651e-05	0.0005910017155841	-0.0129869131829494	3.492830278233494e-07	0.0001686599140214	-0.0013900005348452	-0.0001750003505646	1.932101486869942e-06	3.0625122697767865e-08	-0.0002119996460452	0.0003170000257506	4.494384992329008e-08	1.0048901632588109e-07	-1.474056650189754e-07	6.739373596054881e-07	4.54191564672017e-13	2.172843007968639e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.1530009089354	2.845007237830828	577832.58479086	8.094066183309796	1028.7801817198058	-0.979120367926498	1058388.6622994367	0.9586766948885213	752.5858072866862	-0.0206488208934843	0.0004263738042911	566385.3973293531	775.0588287466963	670.6722356579722	0.970234	14.434182	0.0859055764845471	0.0667784366349271	-0.0028130438	0.0133037715	0.0293002956	0.0116101847	0.0019399043	-0.0049846708	-0.0060568438	-0.0032524179	0.0018224162	0.0002579074	0.0552383323	-0.0203002534	-0.0322520253	0.0717196722	-0.0110569139	-0.0264233188	-0.0175149419	0.051027561	0.0247981911	0.0510399755	-0.0215604471	0.0113652909	-0.0172423983	0.0045263958	-0.0354016744	0.0686491409	0.0342591794	0.0118082658	0.0684806823	0.0653608848	0.0127426691	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.000160631270333	-1.828246440990002e-05	2.5802405008793322e-08	3.3424850489926085e-10	0.0670488104712205	0.0629324206169456	0.0039604895647081	0.0044955429856056	0.000441592932745	-0.000149408782839	1.9500431825033008e-07	2.2322984389461338e-08	-0.0010739996187323	0.0003160009161129	1.1534751810371256e-06	9.985657898419209e-08	-7.200001654994459e-05	0.0001399996294952	5.184002383192295e-09	1.9599896258808783e-08	-3.865886612566816e-08	1.0874679889330725e-07	1.1825866269541411e-14	1.4945079301223333e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.6761893926956	-0.4768115162397635	577107.9127302067	0.2273492220188622	1029.318829510663	0.5386477908571123	1059497.2527852012	0.2901414425952474	752.8670804830339	0.2812731963476835	0.0791146109836425	566808.840875047	776.3823271457147	670.1304238469196	0.905359	13.469036	0.1285631275739438	0.096283931632842	-0.0029204324	-0.0075305281	-0.0211494381	-0.0406543864	0.0458561557	-0.0020270506	-0.0021502737	-0.0028875559	-0.0036898104	-0.000334194	-0.0167699689	0.0398969854	0.0604192758	-0.0232181402	-0.0335727171	0.0030832725	-0.0015439262	0.0557496586	-0.0673548292	-0.0471046956	0.0203203881	0.0440001271	-0.0136827469	0.0001085494	-0.0573257673	0.0465769303	0.0258189474	-0.0007925942	-0.0176545109	0.0500482629	-0.0023278937	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0001961833430783	3.555207274530002e-05	3.848790410137796e-08	1.2639498764871042e-09	-0.0232955842514996	-0.0903443947227201	0.0081621096578146	0.0005426842456187	0.0053159955312978	0.0048744025985527	2.8259808488778172e-05	2.375980069277828e-05	-0.0015330004436206	-0.0004590008248883	2.3500903601409564e-06	2.1068175724813986e-07	-0.0002789995509917	-0.0002069995344417	7.784074945357021e-08	4.284880725910349e-08	-2.1386313458365573e-07	-1.7520426845798757e-07	3.069653568589857e-14	4.573744033394684e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.9701353931658	0.2939460004702141	577554.6066895068	0.0864042511924351	1031.6107481260558	2.291918615392888	1064220.7356492006	5.252890939584451	753.4816996132	0.6146191301661474	0.3777566751661917	567734.6716519966	775.9699311550665	671.1511050590645	0.881229	13.110044	0.1822680368495979	0.109966362827715	-0.002883209	0.0039012877	0.0028576453	-0.0333135754	0.0130842375	-0.0006034954	-0.0011159253	-0.0039534765	0.0022663272	0.0004893788	0.062331411	0.0013559022	-0.0369742228	0.0711572443	0.0220867142	-0.0104909114	-0.0295965571	-0.0147640281	0.012346741	0.0273359737	-0.0083756329	0.0257076152	-0.0489111428	-0.0258836817	-0.0306439063	0.009230169	-0.0293358267	-0.0316969533	0.0206593208	-0.0904247493	0.0433731182	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	-0.0128231002051109	-0.0130192835481891	0.0001644318988703	0.0001695017441081	0.0564536336980694	0.0797492179495689	0.0063599377635678	0.0031870127577157	-0.0053192748299011	-0.0106352703611989	2.829468471601937e-05	0.0001131089756557	-0.0002415321665005	0.0012914682771201	5.833778745442525e-08	1.6678903108075593e-06	-0.0004069807213715	-0.0001279811703798	1.6563330756806652e-07	1.6379179971783395e-08	-0.0001580497154475	-0.0001578358523129	2.4912156275344737e-08	2.4979712553035723e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.4129840203454	-1.5571513728203854	575190.2543306447	2.4247203978764107	1031.4019235971812	-0.2088245288746293	1063789.9279999656	0.0436076838597108	753.6680584724268	0.1863588592267433	0.0347296244122931	568015.5423615973	776.7008399481224	671.0137765033063	0.937647	13.94938	0.1937910809028433	0.1108008260601682	-0.002051287	-0.0068821297	-0.0206879318	-0.0335223124	0.0084259974	0.0004161434	0.0007986975	-0.0035787935	-0.0004060915	-0.0025661609	-0.0032117245	0.0681397649	0.0266311071	-0.0517907656	0.0437097324	-0.0207453003	-0.0566538431	-0.0386025004	-0.0946458292	-0.0037077043	-0.0127651842	-0.0630302874	0.0190444962	0.0473064344	-0.0854740269	-0.0236963495	0.0696659802	-0.0563151273	0.0453108229	0.038503227	-0.0049313479	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0032916664365956	0.0161147666417065	1.0835067929809974e-05	0.0002596857039166	-0.0407030670932044	-0.0971567007912738	0.0094394245086451	0.0016567396707938	0.012332345960587	0.0176516207904881	0.0001520867568916	0.0003115797165311	-0.0004762558015183	-0.0002347236350178	2.2681958847983842e-07	5.50951848359694e-08	-0.0011398954069492	-0.0007329146855777	1.2993615387838822e-06	5.371639363354588e-07	-0.0004477712484395	-0.000289721532992	8.393856667923455e-08	2.0049909092906847e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
